Matricule,Age,Qualification,Secteur d'activité,Objectif,Diplome,Genre,niveau_etude,qualification_metier,secteur_metier,Filière / Spécialité,Secteur demandé,Métier visé / Qualification visée,Mobilité géographique,mobilite_norm,text_profile
PPPNR2507250036713,26,assistant administratif et financier,Gestion Administrative,Emploi,Brevet de Technicien Supérieur (BTS),Homme,Post-secondaire – Professionnel,Assistant de Direction Financière,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion financière,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Assistant administratif et financier,Non,non,Assistant administratif et financier Assistant de Direction Financière Comptabilité et Gestion financière Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim Emploi assistant administratif et financier Brevet de Technicien Supérieur (BTS) Post-secondaire – Professionnel
PPPNR2507260036714,20,"qualité, hygiène, sécurité et environnement","Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Stage,Bac +2,Homme,Post-secondaire – Professionnel,Technicien QHSE,"Assurance Qualité, Contrôle, Testing (QHSE)","Qualité, Hygiène, Sécurité, Environnement",Non déclaré,"Qualité, Hygiène, Sécurité et Environnement",Non déclaré,non déclaré,"Qualité, Hygiène, Sécurité et Environnement Technicien QHSE Qualité, Hygiène, Sécurité, Environnement Stage qualité, hygiène, sécurité et environnement Bac +2 Post-secondaire – Professionnel"
PPPNR2507180035936,37,agroalimentaire,Industrie Lourde - Mines - Extraction - Exploitation Minière - Métallurgie,Emploi,Pas de diplôme,Femme,Post-secondaire – Professionnel,Technicien Agroalimentaire,Agriculture & Industrie Agroalimentaire,Aucune,Agriculture - Agroalimentaire - Brasserie - Produits laitiers - Boulangerie,Agroalimentaire,Non,non,Agroalimentaire Technicien Agroalimentaire Aucune Agriculture - Agroalimentaire - Brasserie - Produits laitiers - Boulangerie Emploi agroalimentaire Pas de diplôme Post-secondaire – Professionnel
PPPNR2507180035939,20,logistique et transport,Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial,Stage,Pas de diplôme,Femme,Post-secondaire – Professionnel,Technicien Logistique et Transport,"Transport, Logistique & Supply Chain",Aucune,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Logistique et transport,Non,non,Logistique et transport Technicien Logistique et Transport Aucune Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim Stage logistique et transport Pas de diplôme Post-secondaire – Professionnel
PPPNR2507180035947,25,etudiant(e),Divers,Emploi,Pas de diplôme,Femme,Bac +3,Etudiant,Parcours Étudiant et Formation,Aucune,Non déclaré,Etudiant(e),Non déclaré,non déclaré,Etudiant(e) Etudiant Aucune Emploi etudiant(e) Pas de diplôme Bac +3
PPPNR2507260036720,34,logisticien,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Bac +3,Homme,Bac +3,Logisticien,"Transport, Logistique & Supply Chain",Transport et logistique,Transit - Transport et Logistique - Génie Logistique,Logisticien,Non,non,Logisticien Logisticien Transport et logistique Transit - Transport et Logistique - Génie Logistique Emploi logisticien Bac +3 Bac +3
PPPNR2507260036725,30,agent qhse,"Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Stage,Certificat de Qualification Professionnelle,Homme,Post-secondaire – Professionnel,Technicien QHSE,"Assurance Qualité, Contrôle, Testing (QHSE)","Qualité, Hygiène, Sécurité, Environnement",Non déclaré,Agent QHSE,Non déclaré,non déclaré,"Agent QHSE Technicien QHSE Qualité, Hygiène, Sécurité, Environnement Stage agent qhse Certificat de Qualification Professionnelle Post-secondaire – Professionnel"
PPPNR2507180035948,24,administrateur de systèmes et réseaux,Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation,Emploi,Pas de diplôme,Femme,Bac +4/+5 et plus,Administrateur Systèmes & Réseaux,"Informatique, Data, Télécommunications & Digital",Aucune,Non déclaré,Administrateur de systèmes et réseaux,Non déclaré,non déclaré,Administrateur de systèmes et réseaux Administrateur Systèmes & Réseaux Aucune Emploi administrateur de systèmes et réseaux Pas de diplôme Bac +4/+5 et plus
PPPNR2507190035954,48,informaticien,Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation,Emploi,Pas de diplôme,Femme,Bac +3,Technicien Informatique,"Informatique, Data, Télécommunications & Digital",Aucune,Réseaux et Télécommunications,Informaticien,Non,non,Informaticien Technicien Informatique Aucune Réseaux et Télécommunications Emploi informaticien Pas de diplôme Bac +3
PPPNR2507190035960,24,assistant des ressources humaines,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Pas de diplôme,Femme,Bac +3,Assistant en Ressources Humaines,"Conseil, Stratégie & Gestion des Ressources Humaines",Aucune,Non déclaré,Assistant des ressources humaines,Non déclaré,non déclaré,Assistant des ressources humaines Assistant en Ressources Humaines Aucune Emploi assistant des ressources humaines Pas de diplôme Bac +3
PPPNR2507270036737,27,maintenance industrielle,Énergie Renouvelable - Solaire - Éolien - Biomasse - Hydroélectrique - Électricité - Énergie,Emploi,Bac +3,Homme,Bac +3,Technicien Maintenance Industrielle,"Industrie, Production & Maintenance",Maintenance industrielle,Industrie,maintenance industrielle,Non,non,maintenance industrielle Technicien Maintenance Industrielle Maintenance industrielle Industrie Emploi maintenance industrielle Bac +3 Bac +3
PPPNR2507190035961,25,administrateur de systèmes et réseaux,Informatique - Cybersécurité - Infographie - Data - Intelligence Artificielle - Digitalisation,Emploi,Pas de diplôme,Homme,Bac +4/+5 et plus,Administrateur Systèmes & Réseaux,"Informatique, Data, Télécommunications & Digital",Aucune,Non déclaré,Administrateur de systèmes et réseaux,Non déclaré,non déclaré,Administrateur de systèmes et réseaux Administrateur Systèmes & Réseaux Aucune Emploi administrateur de systèmes et réseaux Pas de diplôme Bac +4/+5 et plus
PPPNR2507190035962,24,assistant des ressources humaines,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,Emploi,Pas de diplôme,Femme,Bac +3,Assistant en Ressources Humaines,"Conseil, Stratégie & Gestion des Ressources Humaines",Aucune,Non déclaré,Assistant des ressources humaines,Non déclaré,non déclaré,Assistant des ressources humaines Assistant en Ressources Humaines Aucune Emploi assistant des ressources humaines Pas de diplôme Bac +3
PPPNR2507190035968,19,etudiante,Divers,Stage,Pas de diplôme,Femme,Bac +3,Etudiant,Parcours Étudiant et Formation,Aucune,Non déclaré,Etudiante,Non déclaré,non déclaré,Etudiante Etudiant Aucune Stage etudiante Pas de diplôme Bac +3
PPPNR2507190035985,33,hse,"Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Emploi,Pas de diplôme,Homme,Post-secondaire – Professionnel,Technicien HSE,"Assurance Qualité, Contrôle, Testing (QHSE)",Aucune,Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim,HSE,Non,non,HSE Technicien HSE Aucune Administration et Gestion - Fonction Publique - Ressources Humaines - Recrutement - Société d'intérim Emploi hse Pas de diplôme Post-secondaire – Professionnel
PPPNR2507190035990,22,assistante de direction et marketing,Marketing,Stage,Pas de diplôme,Femme,Bac +3,Assistant de Direction et Marketing,"Conseil, Stratégie & Gestion des Ressources Humaines",Aucune,Non déclaré,Assistante de Direction et Marketing,Non déclaré,non déclaré,Assistante de Direction et Marketing Assistant de Direction et Marketing Aucune Stage assistante de direction et marketing Pas de diplôme Bac +3
PPPNR2507280036756,35,hse,"Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Emploi,BAC Technique,Homme,Bac,Technicien HSE,"Assurance Qualité, Contrôle, Testing (QHSE)","Hygiène, Sécurité, Environnement",Non déclaré,HSE,Non déclaré,non déclaré,"HSE Technicien HSE Hygiène, Sécurité, Environnement Emploi hse BAC Technique Bac"
PPPNR2507280036757,23,technicien de maintenance,Divers,Emploi,BAC Technique,Homme,Bac,Technicien de maintenance industrielle,"Industrie, Production & Maintenance",Comptabilité,Non déclaré,Technicien de maintenance,Non déclaré,non déclaré,Technicien de maintenance Technicien de maintenance industrielle Comptabilité Emploi technicien de maintenance BAC Technique Bac
PPPNR2507280036761,25,hse,"Environnement - Hygiène-Qualité - Sécurité - Extraction, Production et commercialisation d'eau - Collecte des déchets",Emploi,Bac +3,Homme,Bac +3,Technicien HSE,"Assurance Qualité, Contrôle, Testing (QHSE)","Qualité, Hygiène, Sécurité, Environnement",Industrie pétrolière et gazière - Services pétroliers - Hydrocarbures,HSE,Non,non,"HSE Technicien HSE Qualité, Hygiène, Sécurité, Environnement Industrie pétrolière et gazière - Services pétroliers - Hydrocarbures Emploi hse Bac +3 Bac +3"
PPPNR2507280036762,30,agent de sécurité,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Agent de Securite,"Sécurité, Sûreté & Défense",Aucune,Non déclaré,Agent de sécurité,Non déclaré,non déclaré,Agent de sécurité Agent de Securite Aucune Emploi agent de sécurité Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPPNR2507280036765,38,chauffeur de poids lourd,Transit - Transport et Logistique - Génie Logistique,Emploi,Certificat d'Études Primaires Élémentaires (CEPE),Homme,Primaire,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",Aucune,Non déclaré,Chauffeur de poids lourd,Non déclaré,non déclaré,Chauffeur de poids lourd Chauffeur Poids Lourds Aucune Emploi chauffeur de poids lourd Certificat d'Études Primaires Élémentaires (CEPE) Primaire
PPPNR2507280036768,24,logistique transite et commerce international,Transit - Transport et Logistique - Génie Logistique,Stage,Bac +3,Homme,Bac +3,Commerce International,"Commerce, Vente, Marketing & Distribution","Transport, logistique et transit",Non déclaré,Logistique Transite et Commerce International,Non déclaré,non déclaré,"Logistique Transite et Commerce International Commerce International Transport, logistique et transit Stage logistique transite et commerce international Bac +3 Bac +3"
PPPNR2507280036770,32,chauffeur,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Homme,Bac,Chauffeur,"Transport, Logistique & Supply Chain",Bac A,Non déclaré,Chauffeur,Non déclaré,non déclaré,Chauffeur Chauffeur Bac A Emploi chauffeur Baccalauréat Général Bac
PPPNR2507280036772,23,chauffeur livreur,Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial,Emploi,Baccalauréat Général,Homme,Bac,Chauffeur-Livreur,"Transport, Logistique & Supply Chain",Bac D,Non déclaré,Chauffeur livreur,Non déclaré,non déclaré,Chauffeur livreur Chauffeur-Livreur Bac D Emploi chauffeur livreur Baccalauréat Général Bac
PPPNR2507200036010,42,génie industriel maintenance et production,Divers,Emploi,Pas de diplôme,Homme,Post-secondaire – Professionnel,Technicien en maintenance industrielle,"Industrie, Production & Maintenance",Aucune,Non déclaré,Génie Industriel Maintenance et Production,Non déclaré,non déclaré,Génie Industriel Maintenance et Production Technicien en maintenance industrielle Aucune Emploi génie industriel maintenance et production Pas de diplôme Post-secondaire – Professionnel
PPPNR2507280036779,34,agent de sécurité,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Bac +2,Homme,Post-secondaire – Professionnel,Agent de Securite,"Sécurité, Sûreté & Défense","Hygiène, Sécurité, Environnement",Non déclaré,Agent de sécurité,Non déclaré,non déclaré,"Agent de sécurité Agent de Securite Hygiène, Sécurité, Environnement Emploi agent de sécurité Bac +2 Post-secondaire – Professionnel"
PPPNR2507280036780,39,cariste,Transport terrestre - Transport - Transport Maritime - Transport Aérien - Transport Fluvial,Emploi,Brevet d'Etude Technique (BET),Homme,Bac,Cariste,"Transport, Logistique & Supply Chain",Aucune,Non déclaré,Cariste,Non déclaré,non déclaré,Cariste Cariste Aucune Emploi cariste Brevet d'Etude Technique (BET) Bac
PPPNR2507280036782,38,tuyauteur/chaudronnier,Industrie pétrolière et gazière - Services pétroliers - Hydrocarbures,Emploi,Bac +2,Homme,Post-secondaire – Professionnel,Tuyauteur Chaudronnier,"Industrie, Production & Maintenance",Maintenance industrielle,Non déclaré,Tuyauteur/Chaudronnier,Non déclaré,non déclaré,Tuyauteur/Chaudronnier Tuyauteur Chaudronnier Maintenance industrielle Emploi tuyauteur/chaudronnier Bac +2 Post-secondaire – Professionnel
PPPNR2507280036783,44,aps,Sécurité et Gardiennage – Protection des Installations Stratégiques,Emploi,Certificat d'Études Primaires Élémentaires (CEPE),Homme,Primaire,Agent de Prevention et de Securite,"Sécurité, Sûreté & Défense",Sûreté,Non déclaré,APS,Non déclaré,non déclaré,APS Agent de Prevention et de Securite Sûreté Emploi aps Certificat d'Études Primaires Élémentaires (CEPE) Primaire
PPPNR2507280036784,26,chauffeur,Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client,Emploi,Baccalauréat Général,Homme,Bac,Chauffeur,"Transport, Logistique & Supply Chain",Bac A,Non déclaré,Chauffeur,Non déclaré,non déclaré,Chauffeur Chauffeur Bac A Emploi chauffeur Baccalauréat Général Bac
PPPNR2507280036788,36,chauffeur de poids lourd,Transit - Transport et Logistique - Génie Logistique,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",Aucune,Non déclaré,Chauffeur de poids lourd,Non déclaré,non déclaré,Chauffeur de poids lourd Chauffeur Poids Lourds Aucune Emploi chauffeur de poids lourd Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPPNR2507280036792,39,chauffeur de poids lourd,Transit - Transport et Logistique - Génie Logistique,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Chauffeur Poids Lourds,"Transport, Logistique & Supply Chain",Aucune,Non déclaré,Chauffeur de poids lourd,Non déclaré,non déclaré,Chauffeur de poids lourd Chauffeur Poids Lourds Aucune Emploi chauffeur de poids lourd Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPPNR2507280036793,27,instrumentiste,Divers,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Technicien en instrumentation industrielle,"Industrie, Production & Maintenance",Aucune,Non déclaré,Instrumentiste,Non déclaré,non déclaré,Instrumentiste Technicien en instrumentation industrielle Aucune Emploi instrumentiste Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
PPPNR2507280036794,42,comptabilité et gestion financière,Finance,Emploi,Bac +2,Femme,Post-secondaire – Professionnel,Comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Gestion comptable et financière,Non déclaré,Comptabilité et Gestion Financière,Non déclaré,non déclaré,Comptabilité et Gestion Financière Comptable Gestion comptable et financière Emploi comptabilité et gestion financière Bac +2 Post-secondaire – Professionnel
PPPNR2507280036798,31,manutentionnaire,Divers,Emploi,Brevet d'Études du Premier Cycle (BEPC),Homme,Secondaire 1,Agent de manutention,"Transport, Logistique & Supply Chain",Froid et Climatisation,Non déclaré,Manutentionnaire,Non déclaré,non déclaré,Manutentionnaire Agent de manutention Froid et Climatisation Emploi manutentionnaire Brevet d'Études du Premier Cycle (BEPC) Secondaire 1
